-2.14396,934.784,-1
-2.47504,907.197,-1
-1,-1,319.462
5.3701,-594.012,-1
-1,-1,319.203
-1.53134,869.999,-1
-20.4926,5233.61,-1
-20.3716,5229.79,-1
4.64463,-382.844,-1
5.35076,-622.73,-1
5.00756,-507.147,-1
5.40452,-640.134,-1
-1,-1,331.716
5.905,-706.825,-1
5.79979,-724.654,-1
5.74389,-652.52,-1
5.97701,-737.43,-1
6.01113,-796.987,-1
5.83997,-683.798,-1
6.78867,-818.399,-1
6.84344,-862.766,-1
15.0092,-3124.82,-1
6.62979,-795.627,-1
6.57305,-786.974,-1
6.51026,-740.889,-1
6.19375,-668.394,-1
6.75701,-834.328,-1
5.87051,-668.992,-1
4.75287,-400.531,-1
5.65895,-541.807,-1
6.18903,-663.168,-1
-1,-1,249.865
5.97879,-614.329,-1
6.25673,-679.124,-1
6.039,-640.145,-1
-1,-1,282.256
5.72858,-725.588,-1
8.00712,-1305.82,-1
11.8367,-2406.61,-1
-1,-1,281.055
-1,-1,277.111
-1.46807,857.204,-1
7.35184,-972.002,-1
-1.60169,906.53,-1
-1.35515,819.838,-1
7.41232,-1044.69,-1
-1,-1,280.943
-1,-1,279.277
-1,-1,279.669
6.14542,-646.149,-1
-3.3667,1268.5,-1
-1,-1,293.808
-3.10871,1194.34,-1
-1.46285,855.419,-1
3.965,-267.847,-1
4.92334,-505.36,-1
4.0382,-281.443,-1
3.13283,-66.1611,-1
4.10457,-298.39,-1
4.77171,-402.214,-1
4.04316,-257.178,-1
5.26541,-544.864,-1
3.93734,-228.205,-1
8.46767,-1287.65,-1
7.49878,-1010.6,-1
6.35142,-699.831,-1
1.67548,299.7,-1
1.91488,238.914,-1
1.85358,250.45,-1
8.76501,-1542.05,-1
-1,-1,270.812
-4.48297,1599.33,-1
1.68261,321.539,-1
1.82278,270.634,-1
-1,-1,274.289
-9.34595,2816.38,-1
1.84737,254.569,-1
-8.60683,2303.3,-1
-1,-1,247.703
-6.8681,1877.57,-1
2.19024,156.32,-1
2.04967,198.324,-1
2.48158,44.1689,-1
-1,-1,287.297
5.78451,-723.262,-1
2.1986,157.447,-1
-1,-1,269.66
-10.1447,3020.69,-1
-1,-1,279.023
-1,-1,271.293
-1,-1,260.27
-1,-1,275.773
-1,-1,270.899
9.24994,-1663.16,-1
-1,-1,275.222
-1,-1,242.149
4.41936,-325.689,-1
4.84755,-362.021,-1
4.49844,-344.97,-1
-1,-1,240.949
6.85994,-875.284,-1
15.086,-3163.37,-1
6.6453,-807.608,-1
6.5883,-798.835,-1
6.20732,-679.329,-1
6.77311,-846.624,-1
6.62731,-800.382,-1
4.3478,-267.624,-1
1.80879,279.108,-1
1.72782,319.337,-1
5.20857,-536.396,-1
4.37521,-269.875,-1
5.90347,-751.954,-1
-1,-1,280.748
5.25709,-504.93,-1
6.57592,-757.333,-1
6.5237,-744.098,-1
5.87405,-671.654,-1
6.40742,-714.403,-1
8.28904,-1250.2,-1
7.33563,-1032.26,-1
-7.60254,1894.93,-1
-1,-1,234.484
-6.39697,1695.45,-1
-6.06424,1609.04,-1
6.05895,-818.5,-1
6.12748,-840.316,-1
3.44523,28.2249,-1
5.57269,-605.913,-1
5.31404,-529.969,-1
6.25165,-834.677,-1
5.79136,-686.255,-1
6.32455,-857.368,-1
-1,-1,327.82
5.46428,-580.719,-1
-1,-1,314.094
3.22293,127.4,-1
5.33454,-414.886,-1
-1,-1,276.659
-0.318592,300.581,-1
-1.8722,741.164,-1
6.06903,-750.1,-1
7.2434,-1062.98,-1
2.24931,139.776,-1
2.5137,41.7508,-1
-1,-1,310.32
5.69696,-647.839,-1
4.43571,-253.501,-1
3.30386,105.523,-1
5.55644,-473.736,-1
2.01779,209.106,-1
5.34095,-581.889,-1
5.82328,-743.606,-1
6.09481,-801.65,-1
5.0645,-482.335,-1
5.91078,-762.834,-1
5.49692,-626.763,-1
5.97606,-783.521,-1
5.66302,-673.25,-1
3.3967,48.4668,-1
5.73874,-676.432,-1
6.10262,-776.541,-1
5.59878,-615.097,-1
6.40604,-859.538,-1
-10.795,2632.7,-1
-1,-1,266.091
-10.8895,3242.46,-1
-29.9184,8512.55,-1
-1,-1,279.049
5.5126,-595.811,-1
4.58942,-306.747,-1
6.29412,-833.41,-1
6.25105,-701.632,-1
5.79737,-550.013,-1
12.2522,-1628.77,-1
5.12063,-512.505,-1
5.79118,-653.106,-1
4.42716,-356.896,-1
271
weights: [0, 0.06137395662211791, 0.6621567669750507, 5.18012913714504e-054, 2.763938907633746e-020, 2.71006083225327e-097, 2.806864812946888e-063, 1.506543434876654e-066, 9.545488852883592e-069, 1.351055838590288e-006, 8.77776829426658e-006, 5.92808678301293e-091, 5.862603410885769e-079, 6.380095404759495e-051, 3.02776586086291e-057, 0.0001208055755164051, 2.112872792877602e-050, 2.1050694084423e-051, 4.379347050621748e-057, 1.503402245936425e-048, 2.92119904947323e-005, 8.165752079612539e-063, 6.439932661446721e-056, 3.024161899895218e-016, 1.041115356719594e-010, 7.359057314498925e-006, 9.611571258517734e-051, 4.726227000677887e-051, 1.264274858322084e-050, 7.100694722723685e-007, 7.307823412980483e-050, 0.0007844664383472169, 3.952220181375234e-026, 1.429427879075619e-054, 1.780879208456291e-016, 1.09634433696541e-215, 8.404932081673215e-252, 2.032587088654825e-022, 1.257145936035921e-055, 5.036416366420298e-083, 1.27269488109858e-063, 6.556462769930218e-052, 1.938847820960004e-055, 5.029591385466213e-050, 4.034406080345721e-049, 1.380861641731643e-061, 1.995851475112584e-053, 5.823236677880097e-007, 0, 0, 0, 1.003897825587674e-297, 6.38825851992653e-053, 6.86494106892817e-059, 1.155680673140374e-009, 3.271123361382365e-033, 1.753332941111386e-007, 1.564772747354568e-032, 4.573934442790057e-042, 1.386991721096954e-140, 0, 0, 1.378279787320648e-257, 1.77107747188671e-009, 4.941464301580607e-013, 0, 9.396551719439137e-073, 3.176900628244804e-037, 3.458499159455592e-168, 2.143936712566693e-073, 1.906942079886697e-043, 2.629447470285664e-116, 2.253579627018538e-081, 1.76802461304972e-056, 9.403465901914533e-045, 0, 2.860020018065283e-138, 0, 7.834377287417829e-021, 1.205945870232398e-043, 0.01182097110619079, 9.045326760523982e-040, 2.183239632948693e-054, 1.374005990755019e-073, 1.398251733391829e-043, 4.666903970846467e-007, 1.694778152499157e-007, 7.495723216731204e-007, 1.102379787760425e-006, 1.904264126307689e-017, 3.998737478910886e-047, 1.972198863468662e-166, 1.512866091097874e-048, 3.15793950122259e-018, 0, 0, 0, 0, 1.468955378242799e-094, 9.480650294454534e-012, 1.047800061935903e-009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.070695687369433e-234, 1.976262583364986e-323, 9.661086971858298e-226, 0, 0, 2.731906036874505e-135, 1.997593465805048e-251, 1.491347738289784e-296, 1.358519848353229e-047, 1.163605275371254e-046, 5.480026708618756e-059, 4.126641120448014e-049, 1.601869327690794e-007, 4.376445657874962e-050, 3.282587311585112e-049, 2.57165013120653e-047, 6.546576010572961e-102, 1.931707567386403e-173, 9.131702364868157e-129, 1.450939127380585e-136, 2.14110966389983e-095, 1.92875624676949e-076, 1.39948123560791e-265, 1.516457245928862e-099, 0, 0, 2.092648967183429e-070, 2.399980031900625e-096, 4.862617241534967e-087, 1.031151857929447e-089, 4.331659452459606e-077, 1.350281517178727e-025, 4.670416095732472e-046, 4.241289416038179e-035, 6.944606039251657e-294, 7.361219089692249e-049, 3.480689502513477e-054, 4.4222141427775e-049, 1.403056455281519e-044, 2.163522276877267e-048, 1.003186111620014e-046, 9.132894590686706e-052, 3.751132499865063e-049, 1.733223934626956e-044, 6.348157632670604e-074, 1.281421847281077e-093, 1.955562479965108e-083, 1.671625072915691e-082, 1.079046346675663e-132, 1.83672422316854e-136, 4.253862125992157e-122, 3.628688108982799e-054, 3.249658228721819e-049, 0, 0, 1.364563708302632e-084, 7.526571995143158e-014, 2.617191973521278e-192, 1.628832143116872e-010, 1.517486844133763e-015, 5.901035905497815e-005, 1.630416631276114e-322, 0, 0, 3.892763884692643e-018, 0, 5.23981381068252e-243, 0.009276653419981257, 2.499247807134563e-011, 2.762221357620122e-011, 1.472724875110027e-064, 4.72415097610625e-028, 7.755538246958836e-071, 2.226956743050067e-057, 2.19962272513778e-160, 1.947305682039159e-088, 0.002770856377118644, 5.248797910057348e-045, 2.405023769494556e-072, 1.454071307036385e-045, 0.002252556345913287, 0, 4.382159149138594e-232, 0, 0, 1.255932495586998e-258, 2.315542699881007e-304, 1.128719784605797e-190, 0, 0, 0, 0, 0, 0, 7.532154283738733e-011, 0, 8.316272156916909e-063, 1.782489611267474e-054, 5.857686689165076e-107, 1.232458409030965e-069, 3.810913471307345e-080, 2.564739393864156e-072, 7.878671515610291e-049, 4.929358305277949e-048, 1.512181125349084e-005, 0.001010350820150283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.942340784752058e-245, 3.413435340519338e-097, 1.864137129550624e-132, 0.002092151787871516, 1.457810311853529e-106, 3.08595984208248e-096, 0, 0, 0, 0, 0, 0, 2.666462870553379e-229, 4.074517173987735e-166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.294084106334644e-290, 1.354350350330694e-046, 0.003203095489798976, 2.105318550951665e-012, 1.265844955573135e-009, 9.609182796832881e-010, 0, 0, 1.855187579605286e-297, 1.245485082190332e-161, 1.049588442751542e-229, 5.790588844144268e-052, 6.907870010067131e-085, 3.270956006756132e-053, 5.804471095908741e-046;
 0.06137395662211791, 0, 0.7130283616837885, 5.656415815758249e-065, 2.743736002927324e-030, 8.580100392028067e-073, 1.173891136528383e-051, 3.743250837778896e-053, 1.453761374709657e-075, 2.45100692010955e-008, 2.716512244902433e-007, 5.137422043854283e-069, 7.187069438696903e-060, 1.046768458028763e-048, 4.070128859261288e-049, 0.0002322692733856073, 2.755483519550027e-048, 4.77484812707769e-048, 1.945121375973058e-049, 6.461542470573479e-048, 1.389080678853865e-005, 9.154124485325251e-052, 5.034875374105698e-070, 3.357587731957975e-008, 0.002230501502985221, 0.4406252456799155, 3.423597839302294e-048, 7.45544223272296e-054, 6.735217452346906e-050, 6.231924434248114e-011, 1.000633620370053e-047, 0.0002314390863796825, 1.913167351065155e-015, 1.521198544961833e-040, 1.094919226107729e-007, 2.64161954209859e-186, 1.443567613239132e-220, 4.752805117104711e-031, 8.610553158786226e-063, 9.939293399724348e-100, 7.34867837053453e-075, 1.668025351880955e-055, 4.140158590107721e-065, 2.719391224062577e-055, 1.259303957779043e-050, 5.711882250785325e-074, 5.144879207366418e-059, 7.644536389905706e-015, 0, 0, 7.226094174376332e-311, 3.222531315736246e-273, 3.191593650605078e-048, 1.017889891434076e-049, 4.95425638571754e-012, 1.648053283346222e-044, 0.0002904115330328491, 1.318011185509463e-021, 1.150501712350891e-031, 5.77271942305659e-112, 4.557913338584902e-290, 0, 1.267037037889622e-223, 4.653214710505362e-011, 6.593100418074883e-018, 0, 2.178248425564946e-091, 2.650964489901801e-023, 3.531714760689931e-145, 3.785240102459317e-056, 4.5549625833455e-028, 2.40677405918131e-093, 4.675106197851588e-062, 1.077182789628737e-040, 1.347339959356412e-053, 0, 3.376212127722707e-108, 0, 2.017943783664816e-026, 2.832813101112517e-035, 0.4888356710379198, 2.148868324578152e-036, 1.90631798580116e-063, 1.378095914869408e-088, 7.802592303082589e-054, 0.0001156629776164372, 1.613067445892419e-008, 5.752057619820527e-007, 9.102694590591355e-006, 1.09011127894316e-024, 2.553534988116588e-053, 1.709359954891035e-128, 1.886025672537332e-060, 7.082733289333853e-025, 1.10176639022598e-321, 0, 0, 0, 2.120484499398223e-073, 2.773505753124101e-018, 3.201976657459679e-016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50836910756142e-185, 5.632982315978771e-264, 9.917689192447888e-180, 1.001513369017924e-290, 1.19917143226168e-305, 1.304758787382902e-103, 6.642494869357404e-202, 1.375746166052653e-240, 2.77285155017211e-051, 3.567175469733335e-054, 9.199753750644461e-068, 1.733009096476796e-047, 8.70890665648396e-006, 4.431533152239852e-053, 1.451655807317388e-046, 1.078999860222439e-046, 4.232899514927791e-072, 7.669927561832021e-137, 1.270071287726006e-103, 5.423342590155493e-109, 6.905591963285229e-067, 6.696173651526512e-052, 1.522058368943733e-231, 4.887528226385134e-077, 0, 0, 6.125112087663472e-060, 5.04717216342583e-067, 1.862223510854905e-059, 1.004656640248618e-061, 5.772632654247849e-060, 2.149446284155271e-017, 4.833754164584572e-036, 7.263494748248192e-026, 2.36430245609716e-258, 1.882943213889844e-050, 3.597024192886071e-046, 2.18364066585941e-044, 1.381014458275692e-042, 1.752434072144235e-044, 2.510776891075749e-054, 2.574728515153014e-061, 7.804066326871404e-056, 2.213022771909407e-043, 2.142802484253192e-060, 8.371355618060221e-073, 1.5886415977804e-064, 4.12136201376901e-062, 9.497316855173006e-105, 1.354442098073619e-106, 5.605935887994285e-097, 9.56072016778538e-033, 7.979167828762998e-039, 0, 0, 7.357035496265424e-056, 2.16760696598162e-009, 1.134739562224389e-154, 2.606517571144722e-017, 2.447423518799191e-021, 1.144905892616817e-011, 5.893743213711989e-272, 0, 0, 2.122257601145644e-011, 3.034423707428382e-291, 7.653453107120379e-201, 0.009184662449352347, 2.918951880609871e-010, 1.628361963374428e-009, 1.267865723724402e-043, 2.879490061210029e-018, 2.131250264147887e-050, 1.245182550841752e-038, 3.416744447999446e-130, 1.228834084937358e-058, 2.918136722244006e-006, 5.073500147335951e-050, 8.31341086755793e-086, 4.88509651381556e-052, 7.156336785105381e-007, 5.929509028937342e-271, 1.932885531890119e-185, 3.468463961910667e-298, 2.820907417335444e-313, 6.352371205440002e-208, 3.436274445180878e-247, 1.647510030094851e-150, 0, 0, 0, 0, 0, 2.350720345315627e-282, 1.83021281406661e-009, 0, 6.273992316129993e-051, 2.621077644577424e-047, 2.481720903400223e-088, 3.987969730687134e-055, 2.096718185904118e-064, 9.559942686104809e-061, 1.23186749938267e-062, 4.444373540339327e-062, 4.18094266843466e-008, 3.871029719695174e-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.418779799448301e-297, 0, 2.004467237440234e-196, 1.02666574238469e-065, 9.672483782920809e-157, 1.537057555118675e-005, 1.441059777472862e-087, 1.775253117725656e-079, 0, 0, 1.044608161305459e-266, 0, 3.458459520888726e-323, 0, 6.040915696835423e-183, 3.82951244026348e-133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.248544867374986e-273, 5.874855155289906e-242, 9.109459042918368e-061, 1.219119460352987e-006, 1.231516253203453e-009, 2.313484718918348e-008, 1.854170617215012e-008, 4.867655561747046e-289, 0, 7.211953501807288e-248, 6.747588838564736e-127, 1.083453065571972e-183, 2.108146628446848e-049, 7.886087926811732e-071, 1.585313000034708e-060, 2.12884033239875e-044;
 0.6621567669750507, 0.7130283616837885, 0, 8.613520422745573e-059, 9.458186177018829e-025, 2.291823207840364e-089, 1.285376579755956e-058, 1.845020089676862e-061, 9.618887837739068e-072, 6.248973566444913e-007, 6.056815902105866e-006, 4.335357972682602e-084, 3.083951142394684e-072, 3.33316615067797e-049, 2.105984112500008e-053, 0.005242827144262168, 1.113896201056031e-048, 5.984214205025601e-049, 7.627980810748005e-054, 1.122363467192079e-047, 0.001206526613865557, 9.395716877659913e-059, 4.033225078050336e-062, 5.073364626734086e-012, 1.384174207498433e-006, 0.008062437901758961, 1.053871788803833e-048, 2.986797430525204e-050, 7.568791369125952e-049, 1.859610372384277e-006, 3.355000469664211e-048, 0.01274784123146281, 1.000080908841531e-019, 6.195377756755545e-046, 3.348578811772006e-011, 1.508192852564648e-200, 1.468402582843153e-235, 3.062925694814369e-026, 4.569722958301739e-056, 1.302991409207162e-086, 2.261687796537736e-065, 2.601014804403151e-051, 3.688028289531255e-057, 2.582666023001095e-050, 3.054759126567587e-048, 3.569146563576909e-064, 2.17728955890702e-053, 3.518341999241094e-008, 0, 0, 0, 3.545220988662776e-282, 4.618101050125462e-050, 7.201302179264768e-055, 2.944074241648207e-009, 4.005063122117553e-036, 3.616792695600793e-005, 8.384135663946347e-026, 1.457923712244025e-037, 4.326450597086608e-128, 6.108863612415823e-314, 0, 3.43807937024665e-243, 1.371604840439561e-009, 5.335957793662194e-015, 0, 2.755326537141117e-078, 4.027654746577065e-030, 1.178042444147353e-154, 8.086405771131933e-064, 1.236379832093788e-035, 9.619829024371312e-105, 1.141286265457638e-071, 1.46669207243469e-048, 6.980318017390265e-047, 0, 2.687995649491337e-127, 0, 2.545750777609026e-022, 2.180478141271759e-039, 0.2640492988376915, 1.546506252038164e-037, 6.130074364820134e-056, 2.287509549591582e-077, 1.504186682967824e-046, 3.796374298314112e-005, 1.586739271209976e-007, 2.340529149646892e-006, 1.539901759700714e-005, 1.525816491553543e-020, 1.870896986608902e-048, 5.26026944967648e-156, 1.932821980255418e-052, 1.030743639062778e-019, 0, 0, 0, 0, 4.215943579648182e-085, 1.211573896846687e-014, 1.133382670059753e-012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.189599374492841e-220, 6.516025325426224e-308, 1.876428546753058e-213, 0, 0, 3.179756947952238e-125, 6.304008089450805e-238, 1.133928799201369e-281, 7.277590859320783e-049, 8.954177896506823e-049, 2.694108830394537e-060, 3.159942671249495e-047, 2.540326388639744e-006, 1.742366344343569e-049, 3.972396022241954e-047, 1.548247186097461e-046, 1.2146751108176e-092, 2.556709930846458e-161, 4.874086974880073e-121, 7.374510278047688e-128, 1.678827624917195e-086, 1.156099697550711e-068, 1.860099976750252e-250, 3.814071544473607e-092, 0, 0, 6.609010164304538e-067, 3.597045815678529e-087, 2.380217157590174e-078, 6.142522338851435e-081, 9.938719286960945e-071, 2.04269696230322e-021, 6.532282600527693e-041, 2.443574648808757e-030, 4.568348644699242e-278, 8.53779635133979e-048, 5.967042404879208e-050, 6.14788839520797e-046, 1.438165297995129e-042, 8.297314493592871e-046, 1.109654481881236e-048, 3.4729031145537e-054, 1.712031836038277e-050, 2.140152507412015e-043, 2.580774108613858e-069, 1.093907126345618e-086, 1.102982136462401e-076, 1.459022052608532e-074, 4.686605097954438e-123, 9.950714763541527e-126, 5.580716510667209e-114, 7.862271017180839e-047, 6.850424807296717e-044, 0, 0, 9.446704181310572e-076, 6.802516945061558e-011, 2.366327011199187e-179, 2.144372940151556e-013, 4.13102687736097e-018, 7.46834561619483e-008, 1.891422321888802e-306, 0, 0, 4.470328042101682e-014, 0, 2.586332804912205e-229, 0.02556505138500548, 3.895899723909631e-010, 9.419194137503975e-010, 4.02940433751962e-058, 4.444396998211279e-025, 9.749502979784916e-065, 1.782563737946475e-051, 1.411854034251305e-151, 3.600757974507736e-079, 0.0002827620074722186, 3.009214307866661e-046, 2.699693762349675e-075, 2.954141453076793e-047, 0.0002354355703242097, 1.378474307676705e-315, 1.278142676199602e-219, 0, 0, 1.137868644062965e-244, 5.105222680195465e-289, 4.951394502238676e-179, 0, 0, 0, 0, 0, 1.48219693752374e-323, 2.008500605271517e-009, 0, 9.726041394292469e-058, 7.801215129669096e-051, 1.58577593594581e-101, 6.050592103181695e-064, 6.904863704589227e-075, 2.117379546432854e-068, 1.552371077750008e-055, 5.401821559151639e-055, 1.534339311982167e-006, 0.0004166021058336153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.131750314650369e-231, 1.232263593402598e-087, 2.404719372095679e-143, 0.0005933373791443762, 7.983967825421937e-101, 4.909830456506309e-091, 0, 0, 8.871022887047263e-310, 0, 0, 0, 1.103502600236267e-216, 5.95056203160489e-155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.677903232343775e-312, 2.058632481617475e-277, 1.073667210238424e-053, 0.0001527231300010917, 2.564138574862405e-010, 2.537701852969038e-008, 2.19903835982181e-008, 0, 0, 2.866676590522098e-284, 2.148717624099381e-151, 3.96425980311261e-217, 1.684775066640451e-050, 1.731773006051144e-080, 1.935595165067565e-054, 1.047440355288921e-044;
 5.18012913714504e-054, 5.656415815758249e-065, 8.613520422745573e-059, 0, 2.023061062856726e-008, 1.779117729744395e-180, 3.984535039472048e-115, 7.537341539837947e-124, 1.671276109706484e-029, 1.24389626966051e-025, 1.801879965986138e-048, 2.507749376358176e-171, 3.695152867370236e-142, 6.359116717960797e-063, 7.510877554544301e-095, 3.108939056167538e-025, 4.663794066244579e-077, 1.955317012082411e-073, 1.111128541215922e-101, 1.155524163312516e-061, 4.729064721881946e-022, 8.869552145794442e-118, 0.007721460488274148, 2.368093322285472e-125, 7.594960058742354e-100, 8.663240341206084e-076, 9.325529726152505e-072, 6.118297241130644e-042, 5.51461498364643e-052, 1.849914744266614e-013, 1.470397901743473e-064, 2.870732309220662e-025, 9.690105432051376e-155, 2.877642036616749e-225, 1.230686653137872e-124, 0, 0, 1.612226071916395e-006, 4.409738999486185e-033, 6.695652932221225e-026, 5.78428116539241e-028, 6.492542689287998e-041, 3.799134230611192e-032, 5.553122429694466e-040, 2.502070370377488e-049, 1.045499382039889e-028, 6.585046377712421e-036, 3.730491598259453e-010, 0, 0, 0, 0, 8.512028348428428e-084, 6.75919398055887e-104, 4.010560497039391e-016, 0.05596801101329278, 3.392094414559778e-040, 4.701153220777168e-149, 3.418586892621331e-186, 0, 0, 0, 0, 1.861223496025828e-019, 7.917020945108868e-012, 0, 0.03872897439690546, 1.328203579009289e-173, 0, 5.549497813824607e-258, 8.503727407721841e-186, 0, 2.995324519043161e-266, 6.494307582383454e-219, 7.373692291886028e-030, 0, 3.427251972615815e-292, 0, 1.05872818233189e-005, 3.683909800419255e-100, 1.580155591538078e-065, 4.079753377782182e-048, 1.089295128367448e-017, 2.941247960561928e-016, 1.13828988898687e-032, 3.335715813522199e-036, 4.827913307076908e-025, 3.283637848822624e-028, 1.661287557486444e-031, 2.892554942315194e-015, 9.810680378297702e-039, 0, 0.2613273559399877, 2.993625008341125e-005, 0, 0, 0, 0, 1.153207752560072e-284, 9.960101817264909e-015, 1.740365341545074e-016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18367553353421e-255, 0, 0, 1.337640597046682e-065, 9.025218435201104e-047, 3.63965428454258e-028, 1.702453163061428e-055, 1.945078736345298e-070, 2.186651851326663e-040, 4.67013375261526e-073, 2.369106776591523e-075, 5.118190566642481e-261, 2.964393875047479e-323, 1.512263903205191e-257, 2.852290130171276e-268, 3.577199800103328e-251, 5.515160297998491e-221, 0, 4.763174198134652e-199, 0, 0, 2.724626250852172e-150, 2.966418084883628e-251, 8.28587583631713e-237, 4.469913019269244e-241, 4.463161560003321e-155, 1.995881369091996e-157, 3.290546077517947e-203, 1.842098237986831e-181, 0, 7.609345211794302e-040, 7.912648136453443e-100, 5.053836063424502e-078, 6.906366254272399e-054, 1.037974003959234e-069, 8.285032290128488e-042, 1.457459540728935e-029, 1.384650658669076e-036, 3.410190490988936e-077, 4.128761923788199e-154, 8.725362867346814e-189, 4.915397516352962e-168, 4.069542935239941e-190, 4.578276966018318e-280, 7.747008723767943e-284, 9.32936040402503e-246, 3.946596661358581e-179, 3.547355677023927e-214, 0, 0, 2.075991233433736e-226, 1.575079226465991e-129, 0, 1.419780994759703e-016, 1.660819995996844e-009, 5.591506111164273e-026, 0, 0, 0, 7.237832016712555e-137, 0, 0, 1.347825610528662e-065, 7.094841757838352e-122, 1.105185243333939e-113, 6.712657366622339e-200, 3.923981305886255e-133, 1.402448437533093e-216, 1.482230255642112e-189, 2.389050997336693e-306, 4.289156725750422e-232, 1.945317263475672e-041, 6.749158795885565e-053, 1.357644984082385e-023, 1.456744751077227e-047, 8.148794958300153e-038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.941225006856911e-114, 0, 5.106673491820898e-121, 3.242805563342274e-098, 3.227329415450738e-223, 1.215527179920117e-138, 1.229640109919529e-166, 1.554091813253414e-154, 1.780505596551109e-007, 2.21011726188348e-007, 1.653384657887706e-027, 3.510028039628139e-034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.302379893224023e-245, 1.080578647361111e-020, 3.259880990006105e-054, 2.426417836683209e-223, 6.96422699964246e-204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.119220129212192e-009, 8.993728531454331e-061, 2.550626710478733e-126, 6.402039836198002e-112, 3.099131729465365e-107, 0, 0, 0, 3.241463789018618e-301, 0, 1.027003333911494e-080, 7.535052160517714e-185, 4.849458415845577e-033, 1.593208599772816e-083;
